id,name,slug,location,category,instagram
1228,Pure Green DNA,pure-green-dna,CA,"Concentrates,",NA
1229,Pure Nirvana,pure-nirvana,CA,"Edibles,",NA
1230,Pure Pet,pure-pet,CA,"Medical,",NA
1231,Pure Ratios,pure-ratios,CA,"Vapes, Edibles, Medical,",NA
1232,Pure Scientifics,pure-scientifics,OR,NA,NA
1233,Pure Seeds (SPAIN),pure-seeds-spain,OR,"Flower,",NA
1234,Pure Terps,pure-terps,CA,"Concentrates,",NA
1235,Pure Vape,pure-vape,CA,"Concentrates, Vape Pens, Batteries,",NA
1236,Purefections,purefections,OR,NA,NA
1237,Purple Paradise Medical,purple-paradise-medical,OR,NA,NA
1238,PX,px,CA,"Concentrates,",NA
1239,Pyramid,pyramid,Colorado,NA,NA
1240,Pyramid Seeds Bank (SPAIN),pyramid-seeds-bank-spain,Colorado,NA,NA
1241,Quality Concentrates,quality-concentrates,CA,"Concentrates, Medical,",NA
1242,Quality Organix,quality-organix,CA,"Flower, Concentrates,",NA
1243,Quality Over Quantity,quality-over-quantity,Ca,"Concentrates,",NA
1244,Queen Leaf,queen-leaf,CA,"Medical,",NA
1245,Queen of Hearts,queen-of-hearts,Ca,"Flower,",NA
1246,Quest Concentrates,quest-concentrates,CO,"Concentrates,",NA
1247,R-KIEM Seeds (SPAIN),r-kiem-seeds-spain,CO,"Flower,",NA
1248,Radiance,radiance,CA,"Vapes,",NA
1249,Radicle Genetics,radicle-genetics,CA,"Flower,",NA
1250,Ramirez Farms,ramirez-farms,CA,NA,NA
1251,RB26,rb26,CA,"Flower,",NA
1252,Re-Leaf Brand,re-leaf-brand,AZ,NA,NA
1253,Ready To Flower,ready-to-flower,AZ,"Flower,",NA
1254,Real CBD,real-cbd,AZ,"Concentrates, Medical,",NA
1255,RealHeal (CANADA),realheal-canada,BC,"Medical,",NA
1256,Rebel Spirit,rebel-spirit,OR,"Flower,",NA
1257,Red Dragon Extracts,red-dragon-extracts,CA,"Flower, Concentrates, Vape Pens,",NA
1258,Red Eye Jedi,red-eye-jedi,CA,"Vapes,",NA
1259,Red Seal Extracts,red-seal-extracts,CA,"Concentrates,",NA
1260,Redfeather Releaf,redfeather-releaf,CA,"Medical,",NA
1261,Redwood Sap 710 Vape,redwood-sap-710-vape,CA,"Concentrates, Vape Pens,",NA
1262,"Releaf Cosmetics, Inc.",releaf-cosmetics-inc,CA,"Medical,",NA
1263,Remedy Plus,remedy-plus,CA,NA,NA
1264,Remedy Ridge Farms,remedy-ridge-farms,CA,"Flower,",NA
1265,REPTERPS,repterps,CA,"Concentrates,",NA
1266,Reserva Privada (NETHERLANDS),reserva-privada-netherlands,CA,"Flower,",NA
1267,Resin Seeds (SPAIN),resin-seeds-spain,CA,"Flower,",NA
1268,Resinate,resinate,CA,"Concentrates,",NA
1269,Revive Organics,revive-organics,CA,"Edibles, Medical,",NA
1270,Revivid CBD,revivid-cbd,CA,NA,NA
1271,REZN Extracts,rezn-extracts,CA,"Concentrates,",NA
1272,Rich + Ruby,rich-ruby,CA,"Flower, Concentrates, Vape Pens, Edibles,",NA
1273,Right Patch,right-patch,CA,"Medical,",NA
1274,Ripper Seeds (SPAIN),ripper-seeds-spain,CA,"Featured, Flower, Apparel,",NA
1275,Risen Labs,risen-labs,CA,"Concentrates, Vape Pens Hybrid, Vape Pens, Batteries,",NA
1276,Rising Sun Extract,rising-sun-extract,CA,"Concentrates,",NA
1277,ROBHOTS,robhots,CO,NA,NA
1278,Rocca,rocca,CA,NA,NA
1279,Rocket Remedies,rocket-remedies,CA,"Edibles, Medical,",NA
1280,Rockin J Farms,rockin-j-farms,CA,"Flower,",NA
1281,Roganja,roganja,OR,"Flower,",NA
1282,Rogers,rogers,CA,"Flower,",NA
1283,Rogue Herbs,rogue-herbs,CA,"Flower,",NA
1284,Roil Extracts,roil-extracts,CA,"Concentrates,",NA
1285,Roils,roils,CA,"Concentrates, Vape Pens, Apparel,",NA
1286,Rolls Rosin,rolls-rosin,CA,NA,NA
1287,Root Of It All,root-of-it-all,CO,"Edibles, Medical,",NA
1288,Rooted Genetics,rooted-genetics,CA,"Concentrates,",NA
1289,Roots Ranch,roots-ranch,CA,"Concentrates,",NA
1290,Rootworx,rootworx,CA,"Flower,",NA
1291,Rose Buds Remedy,rose-buds-remedy,Pleasant Hill,"Medical,",NA
1292,Rose Co.,rose-co,Pleasant Hill,NA,NA
1293,RosinHood Extracts (CANADA),rosinhood-extracts-canada,Pleasant Hill,NA,NA
1294,ROVE,rove,CA,"Vapes, Batteries,",NA
1295,Royal Ambrosia,royal-ambrosia,CA,"Concentrates,",NA
1296,Royal Choice Farms,royal-choice-farms,CA,"Flower,",NA
1297,Royal Highness Edibles,royal-highness-edibles,CA,"Edibles,",NA
1298,Royal Queen Seeds (SPAIN),royal-queen-seeds-spain,CA,"Flower, Medical,",NA
1299,Royal Trees,royal-trees,CA,"Flower,",NA
1300,Rrari Extracts,rrari-extracts,CA,"Flower, Concentrates,",NA
1301,Ruby Cannabis Sugar,ruby-cannabis-sugar,CA,"Concentrates, Edibles,",NA
1302,Rumpelstiltskin Extracts,rumpelstiltskin-extracts,CA,"Concentrates,",NA
1303,Rxhale,rxhale,CA,NA,NA
1304,RxTrax,rxtrax,CA,"Concentrates,",NA
1305,S.D. Cookie Jar,s-d-cookie-jar,CA,"Flower,",NA
1306,Sacred Herb Medicinals,sacred-herb-medicinals,OR,"Medical,",NA
1307,Sacred Medicinals,sacred-medicinals,CA,"Edibles, Medical,",NA
1308,Sacred Mind & Body,sacred-mind-body,CA,"Medical,",NA
1309,Safari Extracts,safari-extracts,CA,NA,NA
1310,Saint Pablo,saint-pablo,CA,"Vapes,",NA
1311,Salus,salus,MI,"Edibles, Medical,",NA
1312,Sana Hemp Juice (NETHERLANDS),sana-hemp-juice-netherlands,MI,"Edibles,",NA
1313,Sandals,sandals,CA,"Flower, Concentrates,",NA
1314,Santa Cruz Timber - Always Organic,santa-cruz-timber-always-organic,CA,"Concentrates, Vape Pens,",NA
1315,Santa Cruz Veterans Alliance (SCVA),santa-cruz-veterans-alliance-scva,CA,"Flower,",NA
1316,Santa Semilla (SPAIN),santa-semilla-spain,CA,"Flower,",NA
1317,SAP,sap,CA,NA,NA
1318,Satica Pharms,satica-pharms,CA,"Medical,",NA
1319,SÃ¡tiros Seeds (SPAIN),satiros-seeds-spain,CA,"Flower,",NA
1320,Sativida (SPAIN),sativida-spain,CA,"Medical,",NA
1321,Satori Chocolates,satori-chocolates,CA,"Edibles,",NA
1322,Savage Brands,savage-brands,CA,NA,NA
1323,Savage Woods,savage-woods,CA,"Flower,",NA
1324,Sawatch,sawatch,CA,"Medical,",NA
1325,Sawgy Kush,sawgy-kush,CA,"Concentrates,",NA
1326,Scapegoat Genetics,scapegoat-genetics,CA,"Flower,",NA
1327,ScienceLab (CANADA),sciencelab-canada,ON,NA,NA
1328,Scorpion 420,scorpion-420,CA,NA,NA
1329,SD Extracts,sd-extracts,CA,"Concentrates, Vape Pens,",NA
1330,Seattle Green Bud,seattle-green-bud,WA,NA,NA
1331,Secret Canarian Crew,secret-canarian-crew,WA,"Concentrates,",NA
1332,Secrets Candy,secrets-candy,WA,"Edibles,",NA
1333,Seed Vault of California,seed-vault-of-california,WA,"Flower,",NA
1334,Seeds of Africa (SPAIN),seeds-of-africa-spain,WA,"Flower, Edibles,",NA
1335,Seeds of Life (SPAIN),seeds-of-life-spain,WA,"Flower,",NA
1336,Select,select,OR,"Concentrates, Vape Pens,",NA
1337,SENS Bars,sens-bars,OR,"Concentrates, Edibles,",NA
1338,Sensation Seeds (SPAIN),sensation-seeds-spain,OR,"Flower,",NA
1339,Sensi Chew,sensi-chew,CA,NA,NA
1340,Sensi Seeds,sensi-seeds,CA,"Flower, Medical,",NA
1341,Serenity,serenity,CA,NA,NA
1342,Shango,shango,NV,"Flower, Concentrates, Edibles,",NA
1343,Shatter House Extracts,shatter-house-extracts,MI,NA,NA
1344,Shatter Mountain,shatter-mountain,CA,"Concentrates,",NA
1345,Shatter Tanks,shatter-tanks,CA,NA,NA
1346,SHE DONT KNOW,she-dont-know,OR,NA,NA
1347,Shemen Holy Oil,shemen-holy-oil,CA,"Edibles, Medical,",NA
1348,Shishabudz,shishabudz,CA,"Flower,",NA
1349,Shum-Met Bars,shum-met-bars,CO,"Edibles,",NA
1350,SICROCKS,sicrocks,CA,"Flower,",NA
1351,Sierra Botanical,sierra-botanical,CA,"Flower,",NA
1352,Sierra Pacific Rising,sierra-pacific-rising,CA,"Flower, Concentrates,",NA
1353,Silicon Valley Farms,silicon-valley-farms,CA,"Flower,",NA
1354,Silver State Trading,silver-state-trading,NV,"Flower, Concentrates, Vape Pens,",NA
1355,Since 1975,since-1975,CA,"Flower, Concentrates, Vape Pens, Edibles,",NA
1356,Sirius Flower Farms,sirius-flower-farms,CA,"Flower,",NA
1357,Sirius Labs,sirius-labs,CA,"Concentrates,",NA
1358,Siskiyou Sungrown,siskiyou-sungrown,OR,"Flower, Concentrates, Edibles,",NA
1359,Skunk Feather Concentrates,skunk-feather-concentrates,California,"Concentrates, Vape Pens, Batteries,",NA
1360,Sky High Gardens,sky-high-gardens,WA,"Flower,",NA
1361,Skydweller Farms,skydweller-farms,Ca,"Flower, Concentrates, Vape Pens,",NA
1362,Skyfire Edibles,skyfire-edibles,CA,"Edibles,",NA
1363,Skyy Flower,skyy-flower,CA,"Flower,",NA
1364,Slab Happy Extracts,slab-happy-extracts,CA,"Edibles,",NA
1365,Sloth Bars,sloth-bars,CA,"Edibles,",NA
1366,Sluggers,sluggers,Ca,NA,NA
1367,Slump Wax,slump-wax,CA,"Concentrates, Vape Pens, Edibles,",NA
1368,SMASH EXTRACTS,smash-extracts,CA,"Concentrates,",NA
1369,Smoke Signals,smoke-signals,CA,"Flower, Concentrates,",NA
1370,Smokey Point Productions,smokey-point-productions,WA,NA,NA
1371,Smokiez Edibles,smokiez-edibles,WA,"Edibles,",NA
1372,Snail Trail Extracts,snail-trail-extracts,WA,"Concentrates,",NA
1373,Snow High Seeds,snow-high-seeds,WA,"Flower,",NA
1374,So Dank Extracts,so-dank-extracts,WA,"Concentrates,",NA
1375,SoCal Dabbers,socal-dabbers,CA,"Concentrates,",NA
1376,SoCal Farms,socal-farms,CA,"Flower,",NA
1377,SoCal Green Works,socal-green-works,CA,NA,NA
1378,SOCO Flower Co.,soco-flower-co,CA,"Flower,",NA
1379,SoilGrown Solventless,soilgrown-solventless,CA,NA,NA
1380,SoL Selects,sol-selects,CA,NA,NA
1381,SOL Vapes,sol-vapes,CA,"Concentrates,",NA
1382,Somatik,somatik,CA,NA,NA
1383,Sootheen,sootheen,CA,"Edibles, Medical,",NA
1384,Soothing Remedies,soothing-remedies,NV,NA,NA
1385,Soulshine Cannabis,soulshine-cannabis,WA,NA,NA
1386,South Bay Wholesale,south-bay-wholesale,WA,"Flower,",NA
1387,Southern Humboldt Concentrates,southern-humboldt-concentrates,CA,"Concentrates,",NA
1388,Southern Humboldt Royal Cannabis Company,southern-humboldt-royal-cannabis-company,CA,"Flower,",NA
1389,Southern Humboldt Seed Collective,southern-humboldt-seed-collective,CA,"Flower,",NA
1390,Southern Oregon Seeds,southern-oregon-seeds,CA,"Flower,",NA
1391,Southpaw Extracts,southpaw-extracts,CA,"Concentrates,",NA
1392,Sow Eden Organics,sow-eden-organics,CA,"Concentrates, Edibles, Medical,",NA
1393,Space Ape,space-ape,CA,NA,NA
1394,Space Monkey Meds,space-monkey-meds,CA,"Flower,",NA
1395,Space Nugs,space-nugs,CA,"Flower,",NA
1396,Speakeasy 710,speakeasy-710,CA,"Featured, Concentrates, Vape Pens,",NA
1397,Spherex CO2,spherex-co2,CO,"Concentrates, Vape Pens,",NA
1398,Spire Ridge Farms,spire-ridge-farms,CA,"Flower, Concentrates,",NA
1399,Splatter Labs,splatter-labs,CA,NA,NA
1400,Spliffin,spliffin,CA,NA,NA
1401,Spray-N-Relief,spray-n-relief,AZ,"Edibles,",NA
1402,Sprig,sprig,CA,NA,NA
1403,Sprite Glass (Test) 2,sprite-glass-test-2,CA,"Concentrates,",NA
1404,Stagecoach,stagecoach,CA,"Flower, Concentrates,",NA
1405,Standard Xtracts,standard-xtracts,CA,"Vapes, Medical, Batteries,",NA
1406,Stash Club (CANADA),stash-club-canada,NL,"Vapes,",NA
1407,Sticky Frog Extracts,sticky-frog-extracts,Wa,"Flower, Concentrates,",NA
1408,Sticky Icky,sticky-icky,CA,"Flower,",NA
1409,Sticky Sticks,sticky-sticks,CA,"Flower,",NA
1410,Sticky Thumb Farms,sticky-thumb-farms,CA,"Flower,",NA
1411,Stillwater Brands,stillwater-brands,CO,NA,NA
1412,Stixy Woodz Exclusiv Goodz,stixy-woodz-exclusiv-goodz,CO,"Flower,",NA
1413,Stokes Confections,stokes-confections,CA,"Edibles,",NA
1414,Stone Pharms,stone-pharms,CA,NA,NA
1415,Stoned Oven Pizza,stoned-oven-pizza,CA,"Edibles,",NA
1416,Stoned Sweets,stoned-sweets,CA,"Concentrates, Edibles,",NA
1417,Stoney Mountain Farms,stoney-mountain-farms,CA,"Flower,",NA
1418,Stoney Ranch,stoney-ranch,CA,NA,NA
1419,Str8 Organics,str8-organics,CA,"Flower,",NA
1420,Strainz,strainz,WA,NA,NA
1421,Strictly Edibles,strictly-edibles,CA,"Edibles,",NA
1422,Strovia,strovia,CA,"Edibles,",NA
1423,Stuck Up Extracts,stuck-up-extracts,CA,"Concentrates,",NA
1424,SUBX,subx,Wa,"Flower,",NA
1425,Sugar Leaf Extracts,sugar-leaf-extracts,Wa,"Flower, Concentrates,",NA
1426,Sugar Magnolia,sugar-magnolia,Wa,"Flower, Concentrates,",NA
1427,SugarTop Buddery,sugartop-buddery,Or,"Flower,",NA
1428,SuicideGirls Cannabis,suicidegirls-cannabis,CA,"Vapes,",NA
1429,Summa Cannabis,summa-cannabis,CA,"Flower,",NA
1430,Summit CBD,summit-cbd,CA,"Edibles,",NA
1431,Sunderstorm Scientific,sunderstorm-scientific,CA,"Concentrates, Medical,",NA
1432,Suny Cheba,suny-cheba,CA,"Flower,",NA
1433,Super Dank Cannabis,super-dank-cannabis,CA,"Flower, Concentrates,",NA
1434,Super Farm,super-farm,CO,"Flower,",NA
1435,SuperBaked,superbaked,CO,"Edibles,",NA
1436,Superior Extracts,superior-extracts,AZ,NA,NA
1437,Supreme OG Kush,supreme-og-kush,MI,"Flower, Concentrates,",NA
1438,Swamp Boys,swamp-boys,ca,"Flower,",NA
1439,Sway 215,sway-215,ca,"Flower, Concentrates,",NA
1440,Sweet As!,sweet-as,ca,NA,NA
1441,Sweet Cali Candy,sweet-cali-candy,CA,"Edibles,",NA
1442,Sweet Grass Kitchen,sweet-grass-kitchen,CO,"Edibles,",NA
1443,Sweet High Pastry (SPAIN),sweet-high-pastry-spain,CO,"Edibles,",NA
1444,Sweet Jane Edibles (CANADA),sweet-jane-edibles-canada,NS,"Edibles, Medical,",NA
1445,Sweet Leaf Medibles (SPAIN),sweet-leaf-medibles-spain,NS,"Edibles,",NA
1446,Sweet ReLeaf,sweet-releaf,CO,"Medical,",NA
1447,Sweet Seeds (SPAIN),sweet-seeds-spain,CO,"Flower, Apparel,",NA
1448,Sweet Sensi Kitchen,sweet-sensi-kitchen,CO,"Edibles,",NA
1449,Sweet Stones Candies,sweet-stones-candies,MI,"Edibles,",NA
1450,Swerve Confections & Melts,swerve-confections-melts,CA,"Edibles,",NA
1451,Swifts Edibles,swifts-edibles,WA,"Edibles,",NA
1452,Sycanna Laboratories,sycanna-laboratories,WA,"Vapes,",NA
1453,Synergy,synergy,WA,"Concentrates,",NA
1454,T.H. Seeds,t-h-seeds,WA,"Flower,",NA
1455,Tahoe Harvest Collection,tahoe-harvest-collection,CA,"Flower, Concentrates, Medical,",NA
1456,Tahoe Hydroponics,tahoe-hydroponics,NV,"Flower,",NA
1457,Tahoe Organix,tahoe-organix,CA,"Flower,",NA
1458,Tainted Love,tainted-love,CA,"Edibles,",NA
1459,Tar Hill Wholesale,tar-hill-wholesale,CA,"Flower,",NA
1460,Tasty High Creations,tasty-high-creations,CA,"Edibles,",NA
1461,Temple Extracts,temple-extracts,CA,"Concentrates, Vape Pens,",NA
1462,TeraPen Pure Extracts,terapen-pure-extracts,CA,NA,NA
1463,Terp Headz,terp-headz,CA,"Flower,",NA
1464,Terphouse Inc.,terphouse-inc,CA,"Vapes,",NA
1465,Terra BHO,terra-bho,CA,"Concentrates,",NA
1466,Terraform Genetics,terraform-genetics,CA,"Flower,",NA
1467,Tetra Technologies (CANADA),tetra-technologies-canada,CA,"Concentrates, Medical,",NA
1468,TetraLabs,tetralabs,CA,"Concentrates, Vape Pens, Edibles, Batteries,",NA
1469,TG Labs,tg-labs,CA,"Concentrates,",NA
1470,TGA Subcool,tga-subcool,CA,NA,NA
1471,THC Design,thc-design,CA,"Flower,",NA
1472,THC Express,thc-express,WA,"Flower, Edibles, Medical,",NA
1473,THC Honey Cup,thc-honey-cup,CA,"Edibles,",NA
1474,THC Seeds (SPAIN),thc-seeds-spain,CA,"Flower,",NA
1475,THClear Co,thclear-co,Ca,"Flower, Concentrates, Vape Pens, Batteries,",NA
1476,THCure (SPAIN),thcure-spain,Ca,"Medical,",NA
1477,The Bakery,the-bakery,Ca,"Edibles,",NA
1478,The Bank Genetics,the-bank-genetics,Colorado,"Flower,",NA
1479,The Bulldog Seeds (NETHERLANDS),the-bulldog-seeds-netherlands,Colorado,NA,NA
1480,The Cali Connection,the-cali-connection,CA,NA,NA
1481,The Cannabliss Company,the-cannabliss-company,CA,"Concentrates,",NA
1482,The Certified Skunk,the-certified-skunk,CA,"Concentrates, Batteries,",NA
1483,The Chronic Cravingâ„¢,the-chronic-craving,CA,"Vapes, Edibles,",NA
1484,The Clear Concentrate,the-clear-concentrate,CA,"Concentrates, Vape Pens, Edibles, Medical, Batteries,",NA
1485,The Clinic WholeSale Flower,the-clinic-wholesale-flower,CO,"Flower,",NA
1486,The Clone Brothers,the-clone-brothers,OR,"Flower,",NA
1487,The CO2 Company,the-co2-company,OR,"Concentrates,",NA
1488,The Collection,the-collection,OR,NA,NA
1489,The Cookie Co. 415,the-cookie-co-415,OR,NA,NA
1490,The Dankery,the-dankery,CO,"Concentrates, Medical,",NA
1491,The Doobie Company,the-doobie-company,CA,"Concentrates, Vape Pens, Edibles,",NA
1492,The Flavor Meister,the-flavor-meister,MI,"Flower, Concentrates, Edibles,",NA
1493,The Flavoring Gurus,the-flavoring-gurus,CA,"Flower, Edibles,",NA
1494,The Good,the-good,AZ,"Flower, Concentrates,",NA
1495,The Green Vault,the-green-vault,Wa,NA,NA
1496,The Growing Kitchen,the-growing-kitchen,Colorado,"Edibles, Medical,",NA
1497,The Guild Of Cannasseurs,the-guild-of-cannasseurs,Colorado,"Edibles,",NA
1498,The Hemperors Club,the-hemperors-club,Colorado,"Flower, Concentrates, Vape Pens, Batteries,",NA
1499,The Hepburns,the-hepburns,CA,"Flower,",NA
1500,The Herbsmith,the-herbsmith,CA,"Concentrates, Edibles,",NA
1501,The High Church,the-high-church,CA,"Vapes,",NA
1502,The High Club Harvest,the-high-club-harvest,CA,NA,NA
1503,The Highest Cure,the-highest-cure,CA,"Flower, Concentrates,",NA
1504,The Highest Grade,the-highest-grade,CA,NA,NA
1505,The Humboldt Cure,the-humboldt-cure,CA,"Flower, Concentrates, Vape Pens,",NA
1506,The Joint Venture,the-joint-venture,Washington,"Flower,",NA
1507,The Kush Brothers (SPAIN),the-kush-brothers-spain,Washington,"Flower, Medical, Apparel,",NA
1508,The Lab,the-lab,CO,"Concentrates, Vape Pens, Edibles, Batteries,",NA
1509,The Legion of Bloom,the-legion-of-bloom,CA,"Flower, Concentrates, Vape Pens, Medical, Batteries,",NA
1510,The Lemon Tree,the-lemon-tree,CA,"Flower, Concentrates, Edibles,",NA
1511,The Magic Buzz,the-magic-buzz,CA,"Edibles,",NA
1512,The Masterbaker,the-masterbaker,CA,NA,NA
1513,The Medicine Woman,the-medicine-woman,CA,"Concentrates, Vape Pens, Medical,",NA
1514,The Nutty Baker,the-nutty-baker,CA,"Concentrates, Edibles,",NA
1515,The Original Black Leaf INC.,the-original-black-leaf-inc,CA,NA,NA
1516,The Original California Hemp Company,the-original-california-hemp-company,CA,"Medical,",NA
1517,The Pat Pen,the-pat-pen,Colorado,NA,NA
1518,The Real King Cookie,the-real-king-cookie,Ca,"Flower, Concentrates,",NA
1519,The Seed Kompany,the-seed-kompany,Ca,"Flower,",NA
1520,The Union Farms,the-union-farms,Ca,"Flower,",NA
1521,The Village,the-village,Ca,"Flower,",NA
1522,The Wize Guyz Family,the-wize-guyz-family,Ca,"Flower, Concentrates,",NA
1523,Thera-Cann,thera-cann,Ca,NA,NA
1524,Therapy Pure Essentials,therapy-pure-essentials,CA,"Medical,",NA
1525,Therapy Tonics and Provisions,therapy-tonics-and-provisions,CA,"Edibles, Medical,",NA
1526,Thompson Caribou Concentrates (CANADA),thompson-caribou-concentrates-canada,QB,NA,NA
1527,THON,thon,MI,"Concentrates, Edibles, Medical,",NA
1528,Tia Lisa,tia-lisa,CA,"Edibles,",NA
1529,Tiger Vape CBD Oil,tiger-vape-cbd-oil,CA,NA,NA
1530,Timeless Vapes,timeless-vapes,AZ,"Concentrates,",NA
1531,Tinley Beverage Co.,tinley-beverage-co,AZ,"Edibles,",NA
1532,Tinman Oil,tinman-oil,AZ,"Concentrates,",NA
1533,TKO Edibles,tko-edibles,CA,NA,NA
1534,TKO Reserve,tko-reserve,OR,"Flower,",NA
1535,To Whom It May,to-whom-it-may,OR,"Edibles,",NA
1536,TOK Concentrates,tok-concentrates,CA,"Vapes, Batteries,",NA
1537,Tokin,tokin,CA,"Vapes, Batteries,",NA
1538,Tokin Totem,tokin-totem,CA,"Flower, Concentrates,",NA
1539,Toko (CANADA),toko-canada,British Columbia,"Vapes,",NA
1540,Top Dawg Seeds,top-dawg-seeds,British Columbia,"Flower,",NA
1541,Top Notch Extracts,top-notch-extracts,CA,"Concentrates,",NA
1542,Top Notch Flowers,top-notch-flowers,CA,"Flower,",NA
1543,Top Tao Seeds (CZECH),top-tao-seeds-czech,CA,"Flower,",NA
1544,Topshelf,topshelf,WA,"Flower,",NA
1545,Toucan Farms,toucan-farms,WA,"Flower, Concentrates, Medical,",NA
1546,TR Concentrates,tr-concentrates,WA,"Concentrates,",NA
1547,Transcend Hemp Enhanced Products,transcend-hemp-enhanced-products,WA,"Edibles,",NA
1548,Trap Juice,trap-juice,CA,"Edibles,",NA
1549,Treasury,treasury,CA,"Flower,",NA
1550,Treat Yourself,treat-yourself,CA,"Edibles,",NA
1551,Treatibles,treatibles,CA,NA,NA
1552,Tree Base,tree-base,CA,"Concentrates, Vape Pens,",NA
1553,Tree City Farms,tree-city-farms,CA,"Flower,",NA
1554,Tree Lean,tree-lean,CA,NA,NA
1555,Tree Masons,tree-masons,CA,NA,NA
1556,Tree Sap Concentrates,tree-sap-concentrates,CA,"Concentrates,",NA
1557,Tree Sap Xtrax,tree-sap-xtrax,CA,"Concentrates,",NA
1558,Treeology Genetics,treeology-genetics,CA,"Flower, Concentrates,",NA
1559,Trees Please,trees-please,CA,NA,NA
1560,Treets for the People,treets-for-the-people,CA,"Edibles,",NA
1561,Trichome Farms,trichome-farms,CA,"Flower,",NA
1562,Trichome Vault Extracts,trichome-vault-extracts,CA,"Concentrates,",NA
1563,Trikom Treats,trikom-treats,Ca,NA,NA
1564,Trokie,trokie,CA,"Edibles,",NA
1565,Tropical Seeds Company (SPAIN),tropical-seeds-company-spain,CA,"Flower,",NA
1566,Tru Organics Co,tru-organics-co,CA,"Medical,",NA
1567,True Devine Design,true-devine-design,CA,"Flower,",NA
1568,True Gold Labs,true-gold-labs,CA,"Concentrates, Vape Pens,",NA
1569,True Humboldt,true-humboldt,CA,"Flower,",NA
1570,True Terpenes,true-terpenes,Oregon,"Concentrates, Edibles,",NA
1571,Tryke,tryke,NV,"Flower,",NA
1572,Tumble Weed Vapes,tumble-weed-vapes,CO,"Vapes,",NA
1573,Turn And Cough Extracts,turn-and-cough-extracts,CO,"Concentrates,",NA
1574,Twin Buddha Trading Company,twin-buddha-trading-company,California,"Edibles,",NA
1575,Twisted Extracts (CANADA),twisted-extracts-canada,BC,"Edibles,",NA
1576,Twisted Vittles,twisted-vittles,MI,"Edibles,",NA
1577,Tyrone Jones Medicated BBQ Sauce,tyrone-jones-medicated-bbq-sauce,CA,"Edibles,",NA
1578,Uncle Buds Extracts,uncle-buds-extracts,Colorado,"Concentrates, Vape Pens,",NA
1579,Uncle Herbs,uncle-herbs,Colorado,"Edibles, Medical,",NA
1580,Unregistrd Extracts,unregistrd-extracts,CA,"Concentrates,",NA
1581,Up Company,up-company,CA,"Concentrates,",NA
1582,Upside Edibles,upside-edibles,CA,"Edibles,",NA
1583,Urban Concepts,urban-concepts,CA,"Edibles,",NA
1584,Urban Genetiks (SPAIN),urban-genetiks-spain,CA,"Flower,",NA
1585,Urbols,urbols,CA,"Flower, Concentrates, Medical,",NA
1586,Utopia Farms,utopia-farms,CA,"Flower, Concentrates, Edibles, Medical,",NA
1587,V-Leaf,v-leaf,OR,NA,NA
1588,Vader Extracts,vader-extracts,CA,"Concentrates,",NA
1589,Valhalla Confections,valhalla-confections,CA,"Flower, Edibles,",NA
1590,VapeMeds Pure,vapemeds-pure,CA,"Vapes,",NA
1591,Vapen,vapen,Az,"Flower, Concentrates, Vape Pens, Medical, Batteries,",NA
1592,Vappen,vappen,Az,"Vapes,",NA
1593,Vapurrr Extracts,vapurrr-extracts,Az,"Concentrates, Vape Pens,",NA
1594,Varavo,varavo,CA,"Concentrates, Vape Pens, Edibles, Batteries,",NA
1595,VCC Brands,vcc-brands,CA,"Tinctures, Baked Goods, Edibles, Medical,",NA
1596,Vegan Buddha,vegan-buddha,CA,"Concentrates,",NA
1597,Veneno Seeds (SPAIN),veneno-seeds-spain,CA,"Flower,",NA
1598,Venice Relief,venice-relief,CA,NA,NA
1599,Venom Farms,venom-farms,CA,"Flower,",NA
1600,Venus Genetics (SPAIN),venus-genetics-spain,CA,"Flower,",NA
1601,Verde Natural Cannabis,verde-natural-cannabis,CO,NA,NA
1602,Veritas Fine Cannabis,veritas-fine-cannabis,CO,NA,NA
1603,VERT Edibles,vert-edibles,NV,"Edibles,",NA
1604,VETCBD,vetcbd,CA,"Edibles,",NA
1605,Vibrant Highs,vibrant-highs,Oregon,"Flower, Concentrates,",NA
1606,Villain Xtracts,villain-xtracts,CA,"Concentrates,",NA
1607,VIOLA EXTRACTS,viola-extracts,Colorado,"Concentrates,",NA
1608,VIP Edibles (CANADA),vip-edibles-canada,ON,"Concentrates, Edibles, Medical,",NA
1609,VIP Seeds (SPAIN),vip-seeds-spain,ON,"Flower,",NA
1610,VitaCanna,vitacanna,ON,"Edibles,",NA
1611,Vitonic,vitonic,OR,"Edibles,",NA
1612,Vodis USA,vodis-usa,OR,NA,NA
1613,Volcano Extracts,volcano-extracts,OR,"Concentrates,",NA
1614,VVS Pens,vvs-pens,CA,"Vapes, Batteries,",NA
1615,VYB,vyb,CA,"Concentrates, Edibles,",NA
1616,W Vapes,w-vapes,CA,"Concentrates, Vape Pens, Medical,",NA
1617,Wana Edibles,wana-edibles,CO,"Edibles,",NA
1618,Waska,waska,CA,NA,NA
1619,Wax WoRx,wax-worx,CA,"Concentrates,",NA
1620,waxEvape,waxevape,CA,"Concentrates,",NA
1621,Waxman Concentrates,waxman-concentrates,CA,"Concentrates,",NA
1622,WeedBunny,weedbunny,WA,"Concentrates, Vape Pens,",NA
1623,Weedies Cereals,weedies-cereals,WA,"Edibles,",NA
1624,Weetos Edibles,weetos-edibles,Ca,NA,NA
